review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment,review_text_fixed,review_text_translated,review_text_normalized,review_tokens,split
E011,lazada,srihome sh029 outdoor wifi cctv ip security camera 1296 super full hd ir night vision ip66 waterproof,electronics,camera,2,One of the camera recording image turns blue-ish after 3 days of usage. Not sure is it faulty sensor or what not. I have one similar cam in the past and was doing pretty well after 9 months of usage. Kinda disappointed with the quality this round.,negative,One of the camera recording image turns blue-ish after 3 days of usage. Not sure is it faulty sensor or what not. I have one similar cam in the past and was doing pretty well after 9 months of usage. Kinda disappointed with the quality this round.,one camera recording image turns blueish 3 days usage sure faulty sensor one similar cam past pretty well 9 months usage kinda disappointed quality round,one camera record image turn blueish 3 day usage sure faulty sensor one similar cam past pretty well 9 month usage kinda disappointed quality round,"['one', 'camera', 'record', 'image', 'turn', 'blueish', '3', 'day', 'usage', 'sure', 'faulty', 'sensor', 'one', 'similar', 'cam', 'past', 'pretty', 'well', '9', 'month', 'usage', 'kinda', 'disappointed', 'quality', 'round']",test
E012,shopee,1600w peak power hifi sound amplifier digital 4 channel,electronics,speaker,5,"Performance:bagus
 Quality:bagus
 
 Barang sampai belum cuba lagi harap2 ok la",neutral,Performance:bagus Quality:bagus Barang sampai belum cuba lagi harap-harap okay,performance good quality good goods arrived havent tried hope okay,performance good quality good good arrive havent try hope okay,"['performance', 'good', 'quality', 'good', 'good', 'arrive', 'havent', 'try', 'hope', 'okay']",train
E013,shopee,1600w peak power hifi sound amplifier digital 4 channel,electronics,speaker,5,"Quality:baik
 Performance:baik
 
 Bunyi yg sedap bergantung pada jenama speaker..
 Untuk dlm bilik mmg seda0 bunyi..bnyi basss dtg woo",positive,Quality:baik Performance:baik Bunyi yang sedap bergantung pada jenama speaker.. Untuk dalam bilik memang seda0 bunyi..bnyi basss dtg,quality good performance good good sound depends brand speaker inside room sounds good bass good,quality good performance good good sound depend brand speaker inside room sound good bass good,"['quality', 'good', 'performance', 'good', 'good', 'sound', 'depend', 'brand', 'speaker', 'inside', 'room', 'sound', 'good', 'bass', 'good']",train
E014,shopee,1600w peak power hifi sound amplifier digital 4 channel,electronics,speaker,5,"Performance:ok
 Quality:ok
 
 Fast delivery good management and item handling. Bought for friend and no complaint assume its all okay",positive,Performance:ok Quality:ok Fast delivery good management and item handling. Bought for friend and no complaint assume its all okay,performance ok quality ok fast delivery good management item handling bought friend complaint assume okay,performance ok quality ok fast delivery good management item handle buy friend complaint assume okay,"['performance', 'ok', 'quality', 'ok', 'fast', 'delivery', 'good', 'management', 'item', 'handle', 'buy', 'friend', 'complaint', 'assume', 'okay']",train
E015,shopee,1600w peak power hifi sound amplifier digital 4 channel,electronics,speaker,5,"Quality:good
 Performance:not try yet
 
 Ready receive tq",positive,Quality:good Performance:not try yet Ready receive thank you,quality good performance try yet ready receive thank,quality good performance try yet ready receive thank,"['quality', 'good', 'performance', 'try', 'yet', 'ready', 'receive', 'thank']",train
E016,shopee,1600w peak power hifi sound amplifier digital 4 channel,electronics,speaker,5,"Quality:ok
 Performance:not tested yet
 
 barang sudah sampai boss 👌🏼 mantapp, seperti yang di order 👍🏼 belum test lagi ,harap² mantap la sound dia . saya beli barang tersebut dengan harga yang tersebut boss 🤝",positive,"Quality:ok Performance:not tested yet barang sudah sampai boss 👌🏼 mantapp, seperti yang di order 👍🏼 belum test lagi ,harap² mantap sound dia . saya beli barang tersebut dengan harga yang tersebut boss 🤝",quality ok performance tested yet goods arrived boss great ordered havent tested yet hope sound good bought item price boss,quality ok performance test yet good arrive boss great ordered havent test yet hope sound good buy item price bos,"['quality', 'ok', 'performance', 'test', 'yet', 'good', 'arrive', 'boss', 'great', 'ordered', 'havent', 'test', 'yet', 'hope', 'sound', 'good', 'buy', 'item', 'price', 'bos']",val
E017,shopee,xppen star g640 drawing tablet graphic tablet digital pen tablet 8192 levels pressure 6 x 4,electronics,tablet,3,Ok la. Boleh la.. kdg lncr . Kdg x.. parcel sampai hampir 3 minggu baru dàpat kt tngn.,neutral,okay la. Boleh la.. kadang lancar . kadang x.. parcel sampai hampir 3 minggu baru dàpat dekat tngn.,okay okay sometimes smooth sometimes x parcel takes almost 3 weeks arrive near tngn,okay okay sometimes smooth sometimes x parcel take almost 3 week arrive near tngn,"['okay', 'okay', 'sometimes', 'smooth', 'sometimes', 'x', 'parcel', 'take', 'almost', '3', 'week', 'arrive', 'near', 'tngn']",train
E018,shopee,xppen star g640 drawing tablet graphic tablet digital pen tablet 8192 levels pressure 6 x 4,electronics,tablet,3,Performance:Slight chip-off's at the top frame indicating lack of quality control. Usage wise is so far so good.,neutral,Performance:Slight chip-off's at the top frame indicating lack of quality control. Usage wise is so far so good.,performance slight chipoffs top frame indicating lack quality control usage wise far good,performance slight chipoffs top frame indicate lack quality control usage wise far good,"['performance', 'slight', 'chipoffs', 'top', 'frame', 'indicate', 'lack', 'quality', 'control', 'usage', 'wise', 'far', 'good']",train
E019,shopee,xppen star g640 drawing tablet graphic tablet digital pen tablet 8192 levels pressure 6 x 4,electronics,tablet,3,"Performance:Seller was not responsive
 
 Seller was not responsive. I was planning to switch to a bigger pad sold by the same seller, but he/she responded late, and didn't seem to answer the question. The seller responded only after he/she had delivered the initial order. If there's an option for 0 star, I would give the seller zero star instead.",negative,"Performance:Seller was not responsive Seller was not responsive. I was planning to switch to a bigger pad sold by the same seller, but he/she responded late, and didn't seem to answer the question. The seller responded only after he/she had delivered the initial order. If there's an option for 0 star, I would give the seller zero star instead.",performance seller responsive seller responsive planning switch bigger pad sold seller he/she responded late didnt seem answer question seller responded he/she delivered initial order theres option 0 star would give seller zero star instead,performance seller responsive seller responsive planning switch big pad sell seller he/she respond late didnt seem answer question seller respond he/she deliver initial order there option 0 star would give seller zero star instead,"['performance', 'seller', 'responsive', 'seller', 'responsive', 'planning', 'switch', 'big', 'pad', 'sell', 'seller', 'he/she', 'respond', 'late', 'didnt', 'seem', 'answer', 'question', 'seller', 'respond', 'he/she', 'deliver', 'initial', 'order', 'there', 'option', '0', 'star', 'would', 'give', 'seller', 'zero', 'star', 'instead']",test
E020,shopee,xppen star g640 drawing tablet graphic tablet digital pen tablet 8192 levels pressure 6 x 4,electronics,tablet,3,"Performance:ok
 
 1st delay in delivery by SPX. 2nd SPX courier just threw on the ground like that. Luckily nothing is damaged and item works perfectly",negative,Performance:ok 1st delay in delivery by SPX. 2nd SPX courier just threw on the ground like that. Luckily nothing is damaged and item works perfectly,performance ok 1st delay delivery spx 2nd spx courier threw ground like luckily nothing damaged item works perfectly,performance ok 1st delay delivery spx 2nd spx courier throw ground like luckily nothing damaged item work perfectly,"['performance', 'ok', '1st', 'delay', 'delivery', 'spx', '2nd', 'spx', 'courier', 'throw', 'ground', 'like', 'luckily', 'nothing', 'damaged', 'item', 'work', 'perfectly']",train
E021,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 30w 2c1a,electronics,charger,5,"Performance:abive and beyond
 Durability:standard
 
 The UGREEN 30W/20W GaN Charger is compact, powerful, and perfect for fast charging on the go! I love how quickly it charges my phone and other devices. The build quality is excellent, and the size makes it super convenient for travel. A great buy—highly recommended! 👍⚡️ #UGREEN #Charger #GaN #Tech #Travel #Power #Phone #Gadgets",positive,"Performance:abive and beyond Durability:standard The UGREEN 30W/20W GaN Charger is compact, powerful, and perfect for fast charging on the go! I love how quickly it charges my phone and other devices. The build quality is excellent, and the size makes it super convenient for travel. A great buy—highly recommended! 👍⚡️ #UGREEN #Charger #GaN #Tech #Travel #Power #Phone #Gadgets",performance abive beyond durability standard ugreen 30w/20w gan charger compact powerful perfect fast charging go love quickly charges phone devices build quality excellent size makes super convenient travel great buyhighly recommended ugreen charger gan tech travel power phone gadgets,performance abive beyond durability standard ugreen 30w/20w gan charger compact powerful perfect fast charge go love quickly charge phone device build quality excellent size make super convenient travel great buyhighly recommend ugreen charger gan tech travel power phone gadget,"['performance', 'abive', 'beyond', 'durability', 'standard', 'ugreen', '30w/20w', 'gan', 'charger', 'compact', 'powerful', 'perfect', 'fast', 'charge', 'go', 'love', 'quickly', 'charge', 'phone', 'device', 'build', 'quality', 'excellent', 'size', 'make', 'super', 'convenient', 'travel', 'great', 'buyhighly', 'recommend', 'ugreen', 'charger', 'gan', 'tech', 'travel', 'power', 'phone', 'gadget']",train
E022,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 30w 2c1a,electronics,charger,5,"Performance:Output 30W memang padu, cas iPhone atau Android cepat penuh tanpa masalah panas melampau.
 Durability:Material tahan panas dan kaki plug sangat kukuh, tak goyang bila cucuk kat wall socket.
 
 ​Terbaik Ugreen! Walaupun ada 3 port, saiz charger ni sangat kompak sebab guna teknologi GaN. Senang sangat nak bawa travel atau letak kat office. Tak perlu bawa banyak kepala charger sebab satu ni dah boleh cas phone dan tablet serentak. Build quality memang premium, rasa berat dan solid. Penghantaran pantas, bungkusan pun selamat.",positive,"Performance:Output 30W memang padu, charge iPhone atau Android cepat penuh tanpa masalah panas melampau. Durability:Material tahan panas dan kaki plug sangat kukuh, tidak goyang bila cucuk dekat wall socket. ​Terbaik Ugreen! Walaupun ada 3 port, saiz charger ini sangat kompak sebab guna teknologi GaN. Senang sangat mahu bawa travel atau letak dekat office. tidak perlu bawa banyak kepala charger sebab satu ini sudah boleh charge phone dan tablet serentak. Build quality memang premium, rasa berat dan solid. Penghantaran pantas, bungkusan pun selamat.",performance 30w output solid charge iphone android quickly without overheating durability heatresistant material plugs legs strong dont shake plugged near wall socket best ugreen although 3 ports size charger compact uses gan technology easy take travel put near office need bring lot charger heads one charge phone tablet time build quality premium feels heavy solid fast delivery safe package,performance 30w output solid charge iphone android quickly without overheat durability heatresistant material plug legs strong dont shake plug near wall socket best ugreen although 3 port size charger compact use gan technology easy take travel put near office need bring lot charger head one charge phone tablet time build quality premium feel heavy solid fast delivery safe package,"['performance', '30w', 'output', 'solid', 'charge', 'iphone', 'android', 'quickly', 'without', 'overheat', 'durability', 'heatresistant', 'material', 'plug', 'legs', 'strong', 'dont', 'shake', 'plug', 'near', 'wall', 'socket', 'best', 'ugreen', 'although', '3', 'port', 'size', 'charger', 'compact', 'use', 'gan', 'technology', 'easy', 'take', 'travel', 'put', 'near', 'office', 'need', 'bring', 'lot', 'charger', 'head', 'one', 'charge', 'phone', 'tablet', 'time', 'build', 'quality', 'premium', 'feel', 'heavy', 'solid', 'fast', 'delivery', 'safe', 'package']",test
E023,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 20w 1c1a,electronics,charger,5,"Durability:Compact & Sturdy!
 Performance:Efficient Charger
 
 Bought this UGREEN 20W charger from Shopee, and it’s been fantastic! The dual ports (USB-C PD and USB-A QC 3.0) allow me to charge two devices simultaneously without any drop in speed. It’s compact, making it perfect for travel, and the build quality feels solid. Highly recommend for anyone needing a reliable fast charger!",positive,"Durability:Compact dan Sturdy! Performance:Efficient Charger Bought this UGREEN 20W charger from Shopee, and it’s been fantastic! The dual ports (USB-C PD and USB-A QC 3.0) allow me to charge two devices simultaneously without any drop in speed. It’s compact, making it perfect for travel, and the build quality feels solid. Highly recommend for anyone needing a reliable fast charger!",durability compact dan sturdy performance efficient charger bought ugreen 20w charger shopee fantastic dual ports usbc pd usba qc 30 allow charge two devices simultaneously without drop speed compact making perfect travel build quality feels solid highly recommend anyone needing reliable fast charger,durability compact dan sturdy performance efficient charger buy ugreen 20w charger shopee fantastic dual port usbc pd usba qc 30 allow charge two device simultaneously without drop speed compact make perfect travel build quality feel solid highly recommend anyone need reliable fast charger,"['durability', 'compact', 'dan', 'sturdy', 'performance', 'efficient', 'charger', 'buy', 'ugreen', '20w', 'charger', 'shopee', 'fantastic', 'dual', 'port', 'usbc', 'pd', 'usba', 'qc', '30', 'allow', 'charge', 'two', 'device', 'simultaneously', 'without', 'drop', 'speed', 'compact', 'make', 'perfect', 'travel', 'build', 'quality', 'feel', 'solid', 'highly', 'recommend', 'anyone', 'need', 'reliable', 'fast', 'charger']",train
E024,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 30w 2c1a,electronics,charger,5,"The UGREEN 30W/20W GaN Charger is compact, powerful, and perfect for fast charging on the go! I love how quickly it charges my phone and other devices. The build quality is excellent, and the size makes it super convenient for travel.
 I’m not sure if this is fast charge or not but it definitely good to use !
 Super fast delivery, received my order the very next day",positive,"The UGREEN 30W/20W GaN Charger is compact, powerful, and perfect for fast charging on the go! I love how quickly it charges my phone and other devices. The build quality is excellent, and the size makes it super convenient for travel. I’m not sure if this is fast charge or not but it definitely good to use ! Super fast delivery, received my order the very next day",ugreen 30w/20w gan charger compact powerful perfect fast charging go love quickly charges phone devices build quality excellent size makes super convenient travel im sure fast charge definitely good use super fast delivery received order next day,ugreen 30w/20w gan charger compact powerful perfect fast charge go love quickly charge phone device build quality excellent size make super convenient travel im sure fast charge definitely good use super fast delivery receive order next day,"['ugreen', '30w/20w', 'gan', 'charger', 'compact', 'powerful', 'perfect', 'fast', 'charge', 'go', 'love', 'quickly', 'charge', 'phone', 'device', 'build', 'quality', 'excellent', 'size', 'make', 'super', 'convenient', 'travel', 'im', 'sure', 'fast', 'charge', 'definitely', 'good', 'use', 'super', 'fast', 'delivery', 'receive', 'order', 'next', 'day']",val
E025,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 45w 2c1a,electronics,charger,5,"Performance:Excellent!
 Durability:Quite rigid!
 
 Super fast charging 2.0 support for my samsung phone!
 Support 45w!
 Fast delivery!
 Better than samsung authentic charger!
 Trust me, you guys will love it!
 1 month of usage, satisfied until now!
 My samsung original 45w charger short circuit on its own, the reason I bought UGREEN!
 Thank you seller!",positive,"Performance:Excellent! Durability:Quite rigid! Super fast charging 2.0 support for my samsung phone! Support 45w! Fast delivery! Better than samsung authentic charger! Trust me, you guys will love it! 1 month of usage, satisfied until now! My samsung original 45w charger short circuit on its own, the reason I bought UGREEN! Thank you seller!",performance excellent durability quite rigid super fast charging 20 support samsung phone support 45w fast delivery better samsung authentic charger trust guys love 1 month usage satisfied samsung original 45w charger short circuit reason bought ugreen thank seller,performance excellent durability quite rigid super fast charge 20 support samsung phone support 45w fast delivery well samsung authentic charger trust guy love 1 month usage satisfy samsung original 45w charger short circuit reason buy ugreen thank seller,"['performance', 'excellent', 'durability', 'quite', 'rigid', 'super', 'fast', 'charge', '20', 'support', 'samsung', 'phone', 'support', '45w', 'fast', 'delivery', 'well', 'samsung', 'authentic', 'charger', 'trust', 'guy', 'love', '1', 'month', 'usage', 'satisfy', 'samsung', 'original', '45w', 'charger', 'short', 'circuit', 'reason', 'buy', 'ugreen', 'thank', 'seller']",train
E026,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 30w 2c1a,electronics,charger,5,"Performance:Mudah guna & caj pantas
 Durability:Kukuh, lasak, mudah guna
 
 Mantappp charger nih. Banyak port boleh guna dalam 1. Jimat ruang. Jika tempat charge terhad, ini memudahkan. Caj pun cepat. USB biasa bley, type C bley. Tak risau. Boleh berkongsi guna. Sesuai bawak travel/harian",positive,"Performance:Mudah guna dan charge pantas Durability:Kukuh, lasak, mudah guna mantap charger nih. Banyak port boleh guna dalam 1. Jimat ruang. Jika tempat charge terhad, ini memudahkan. charge pun cepat. USB biasa bley, type C bley. tidak risau. Boleh berkongsi guna. Sesuai bawak travel/harian",performance easy use fast charging durability strong durable easy use charger stable many ports used 1 save space charge place limited makes easier charging also fast normal usb bley type c bley dont worry share use suitable travel/daily,performance easy use fast charge durability strong durable easy use charger stable many port use 1 save space charge place limited make easy charge also fast normal usb bley type c bley dont worry share use suitable travel/daily,"['performance', 'easy', 'use', 'fast', 'charge', 'durability', 'strong', 'durable', 'easy', 'use', 'charger', 'stable', 'many', 'port', 'use', '1', 'save', 'space', 'charge', 'place', 'limited', 'make', 'easy', 'charge', 'also', 'fast', 'normal', 'usb', 'bley', 'type', 'c', 'bley', 'dont', 'worry', 'share', 'use', 'suitable', 'travel/daily']",train
E027,shopee,nexodeugreen 45w/30w/20w gan charger usbc/usba 2 3 ports charger nexode gan fast charger usbc power adapter iphone 16 pro max/15 14/13 gan 20w 1c1a,electronics,charger,5,"Performance:bagus
 Durability:kecil compact
 
 Saya guna charger ini untuk cas telefon dan power bank setiap hari di meja kerja. Saiz memang kecil dan mudah dibawa, tidak mengganggu soket lain bila dipasang pada extension. Kelajuan pengecasan stabil dan tidak panas berlebihan walaupun digunakan agak lama. Kualiti binaan terasa kukuh dan port kemas. Sesuai untuk kegunaan harian atau travel kerana ringkas dan praktikal. Setakat ini prestasi konsisten dan memenuhi keperluan pengecasan saya.",positive,"Performance:bagus Durability:kecil compact Saya guna charger ini untuk charge telefon dan power bank setiap hari di meja kerja. Saiz memang kecil dan mudah dibawa, tidak mengganggu soket lain bila dipasang pada extension. Kelajuan pengecasan stabil dan tidak panas berlebihan walaupun digunakan agak lama. Kualiti binaan terasa kukuh dan port kemas. Sesuai untuk kegunaan harian atau travel kerana ringkas dan praktikal. Setakat ini prestasi konsisten dan memenuhi keperluan pengecasan saya.",performance good durability small compact use charger charge phone power bank every day desk size small easy carry interfere sockets attached extension charging speed stable overheat even used long time build quality feels solid ports neat suitable daily use travel simple practical far performance consistent meets charging needs,performance good durability small compact use charger charge phone power bank every day desk size small easy carry interfere socket attach extension charge speed stable overheat even use long time build quality feel solid port neat suitable daily use travel simple practical far performance consistent meet charge need,"['performance', 'good', 'durability', 'small', 'compact', 'use', 'charger', 'charge', 'phone', 'power', 'bank', 'every', 'day', 'desk', 'size', 'small', 'easy', 'carry', 'interfere', 'socket', 'attach', 'extension', 'charge', 'speed', 'stable', 'overheat', 'even', 'use', 'long', 'time', 'build', 'quality', 'feel', 'solid', 'port', 'neat', 'suitable', 'daily', 'use', 'travel', 'simple', 'practical', 'far', 'performance', 'consistent', 'meet', 'charge', 'need']",train
E028,lazada,acer chromebook c720/c740 intel celeron processor ssd 12 inch led display wifi hdmi,electronics,laptop,3,poor quality worth 60 to 70Rm only,negative,poor quality worth 60 to 70Rm only,poor quality worth 60 70rm,poor quality worth 60 70rm,"['poor', 'quality', 'worth', '60', '70rm']",train
E029,lazada,acer chromebook c720/c740 intel celeron processor ssd 12 inch led display wifi hdmi,electronics,laptop,3,"Harga:harga sesuai dengan barang, barang bekas biasa la terima apa adanya
  Prestasi:ok buas hati nonton, cuma tidak boleh download aplikasi, pasal dalam mode tamu.
  Hayat Bateri:tahan lama",neutral,"Harga:harga sesuai dengan barang, barang bekas biasa terima apa adanya Prestasi:ok buas hati nonton, cuma tidak boleh download aplikasi, pasal dalam mode tamu. Hayat Bateri:tahan lama",price price according item used goods usually accepted performance ok im excited watch cant download application guest mode battery life long lasting,price price accord item use good usually accept performance ok im excite watch cant download application guest mode battery life long lasting,"['price', 'price', 'accord', 'item', 'use', 'good', 'usually', 'accept', 'performance', 'ok', 'im', 'excite', 'watch', 'cant', 'download', 'application', 'guest', 'mode', 'battery', 'life', 'long', 'lasting']",train
E030,lazada,acer chromebook c720/c740 intel celeron processor ssd 12 inch led display wifi hdmi,electronics,laptop,3,"Item was packed on the same day but took 3 days for LEX to pick up.
 Item received with packaging intact, laptop was bubble wrapped and intact, but bottom found crack. Check with seller to understand more but only reply was 'check with LZD customer service'.
 System working fine so don't want the hassle of returning and refund, but wasn't happy with the way of after sales services.",negative,"Item was packed on the same day but took 3 days for LEX to pick up. Item received with packaging intact, laptop was bubble wrapped and intact, but bottom found crack. Check with seller to understand more but only reply was 'check with LZD customer service'. System working fine so don't want the hassle of returning and refund, but wasn't happy with the way of after sales services.",item packed day took 3 days lex pick item received packaging intact laptop bubble wrapped intact bottom found crack check seller understand reply check lzd customer service system working fine dont want hassle returning refund wasnt happy way sales services,item pack day take 3 day lex pick item receive packaging intact laptop bubble wrap intact bottom find crack check seller understand reply check lzd customer service system work fine dont want hassle return refund wasnt happy way sale service,"['item', 'pack', 'day', 'take', '3', 'day', 'lex', 'pick', 'item', 'receive', 'packaging', 'intact', 'laptop', 'bubble', 'wrap', 'intact', 'bottom', 'find', 'crack', 'check', 'seller', 'understand', 'reply', 'check', 'lzd', 'customer', 'service', 'system', 'work', 'fine', 'dont', 'want', 'hassle', 'return', 'refund', 'wasnt', 'happy', 'way', 'sale', 'service']",train
