review_id,time_stamp,platform,product_name,category,subcategory,star_rating,review_text,sentiment,
FA038,,Shopee,New Hot Korean Ins Metal Hairclip,Fashion,Hairclaw,2,After using it for a few days the metal part will appear some black spots and become smelly.,Negative,
FA039,,Shopee,New Hot Korean Ins Metal Hairclip,Fashion,Hairclaw,1,Material is horrible … very light and cheap . One of it broke instantly on the first day I had used it,Negative,
FA040,,Shopee,KidsBows Handmade Ribbon Bows Headbands,Fashion,Headbands,5,"The product is cheap and good, the goods are exactly the same as the goods in the photo, the quality is good, the packaging is very complete and careful the delivery time are very accurate, the service attitude is very good, the reply information is very fast it is a worthy purchase.",Positive,
FA041,,Shopee,Retro Polka Dot Elastic Headband Stretchy Soft Sports Gym Yoga Hair Band Female Fashion Makeup Everyday Headwear,Fashion,Headbands,5,"The polkadot elastic headband is soft, stretchy, and comfortable to wear all day. It fits nicely without feeling tight and adds a cute, stylish touch to any outfit easily.",Positive,
FA042,,Shopee,Retro Polka Dot Elastic Headband Stretchy Soft Sports Gym Yoga Hair Band Female Fashion Makeup Everyday Headwear,Fashion,Headbands,3,"The quality is not standard because the length is not the same. For the color of the coffee received, there is a mark in the front.",Negative,
FA043,,Shopee,New Style Temperament Anti-slip Headband with Teeth Everyday Fashion All-match High,Fashion,Headbands,5,"Item received in good condition. Very useful and comfortable headband, good elastic. Highly recommended",Positive,
FA044,,Shopee,New Style Temperament Anti-slip Headband with Teeth Everyday Fashion All-match High,Fashion,Headbands,2,Hard plastic at the end of the sharp. Quite sharp pressing on the scalp hurts,Negative,
FA045,,Shopee,Plain Pullovers Hoodie Fashion Hip Hop Streetwear Hoodie Man,Fashion,Hoodie,5,The hoodie is nice and fit well. Good to wear on cold weather.,Positive,
FA046,,Shopee,Plain Pullovers Hoodie Fashion Hip Hop Streetwear Hoodie Man,Fashion,Hoodie,1,"Fast delivery, received in good condition and that is not color that I choose, you give the purple color but I choose sky blue. ",Negative,
FA047,,Shopee,ARRIVE GUIDE Supreme Cotton Hoodie Men Unisex 380gsm Loose Pocket Pullover Sweatshirt Hoodie Plain Cotton AG024T1,Fashion,Hoodie,5,The quality is nice and very fast shipping! would order again,Positive,
FA048,,Shopee,ARRIVE GUIDE Supreme Cotton Hoodie Men Unisex 380gsm Loose Pocket Pullover Sweatshirt Hoodie Plain Cotton AG024T2,Fashion,Hoodie,3,"The hoodie’s good, but the size guide chart is a bit misleading, and I ended up with size much larger than what is mine (the oversized of oversized type of thing)",Neutral,
FA049,,Shopee,ARRIVE GUIDE Supreme Cotton Hoodie Men Unisex 380gsm Loose Pocket Pullover Sweatshirt Hoodie Plain Cotton AG024T3,Fashion,Hoodie,1,Size is not accurate im pissed 50 bucks down the drain it says oversized nothing oversized about it too tight ,Negative,
FA050,,Shopee,ULTIFRESH Clearance Hoodie Side Pocket Jacket With/Without Zip Hoodies Sweater Unisex Sweat Shirt,Fashion,Hoodie,5,"This hoodie is fantastic! The fabric is soft, warm, and comfortable, perfect for everyday wear. The fit is just right—not too tight or too loose—and the quality feels durable. I love the color options, especially the red and navy. It’s become my go-to hoodie for casual days and lounging!",Positive,
FA051,,Shopee,ULTIFRESH Clearance Hoodie Side Pocket Jacket With/Without Zip Hoodies Sweater Unisex Sweat Shirt,Fashion,Hoodie,3,Zip bermasalah..yang lain okay.,Neutral,
FA052,,Shopee,ULTIFRESH Clearance Hoodie Side Pocket Jacket With/Without Zip Hoodies Sweater Unisex Sweat Shirt,Fashion,Hoodie,2,Dapat hoodie yang kotor di beberapa tempat. Cuba untuk basuh tak tau la boleh hilang ke tak,Negative,
FA053,,Shopee,ULTIFRESH Clearance Hoodie Side Pocket Jacket With/Without Zip Hoodies Sweater Unisex Sweat Shirt,Fashion,Hoodie,1,Stinky sweat smell with tag but the smell of sweat from consuming beef is so heavy i suspect its a worn item. Had to soak 3x to remove because seller only response late. Can't leave it as it is as the smell tooo... strong.,Negative,
FA054,,Shopee,Women Jacket Fashion Ladies Motor Jacket Zip Long Sleeve Unisex Three Strip Casual Sweatshirt,Fashion,Jacket,5,Very cheap for a jacket like this. The size is alright and it's really comfortable to wear.,Positive,
FA055,,Shopee,Women Jacket Fashion Ladies Motor Jacket Zip Long Sleeve Unisex Three Strip Casual Sweatshirt,Fashion,Jacket,1,"Don't buy size L or XL .. they're both the same size, this product doesn't impress me even the cloth material doesn't fit with the main picture, so.. no.",Negative,
FA056,,Shopee,Women Jacket Fashion Ladies Motor Jacket Zip Long Sleeve Unisex Three Strip Casual Sweatshirt,Fashion,Jacket,2,Item Not as Described,Negative,
FA057,,Shopee,Baggy Jeans Women Straight Cut Denim Pants High Waist Palazo Jeans Wide Leg Jean ,Fashion,Jeans,5,I'm satisfied with what I buy.. it's so great ... true size for me.. The colour so nice thank you so much will repeat,Positive,
FA058,,Shopee,Baggy Jeans Women Straight Cut Denim Pants High Waist Palazo Jeans Wide Leg Jean ,Fashion,Jeans,2,Poor quality,Negative,
FA059,,Shopee,Baggy Jeans Women Straight Cut Denim Pants High Waist Palazo Jeans Wide Leg Jean ,Fashion,Jeans,1,Item Not as Described,Negative,
FA060,,Shopee,Layered Long Beaded French Necklace for Women,Fashion,Necklace,1,Necklace is damaged.,Negative,
FA061,,Shopee,Layered Long Beaded French Necklace for Women,Fashion,Necklace,2,Poor quality,Negative,
FA062,,Shopee,"Vnox Men's Polished Stainless Steel Curb Chain Necklace,Hypoallergenic Simple Necklace for Men Boy Jewelry Gift",Fashion,Necklace,5,"Very good quality, at reasonable price, packaged securely to avoid damages, items received on or before promised time",Positive,
FA063,,Shopee,"Vnox Men's Polished Stainless Steel Curb Chain Necklace,Hypoallergenic Simple Necklace for Men Boy Jewelry Gift",Fashion,Necklace,4,"Material is good for the price, a little light but it looks nice. Very fast shipping and good customer service",Positive,
FA064,,Shopee,"Vnox Men's Polished Stainless Steel Curb Chain Necklace,Hypoallergenic Simple Necklace for Men Boy Jewelry Gift",Fashion,Necklace,1,Too bad about low quality.,Negative,
FA065,,Shopee,Pandora Classic Cable Chain Sterling Silver Necklace,Fashion,Necklace,5,"Very affordable products! Quality-wise, such a superb products! Recommended to all!",Positive,
FA066,,Shopee,Pandora Classic Cable Chain Sterling Silver Necklace,Fashion,Necklace,3,Fast delivery and securely wrap. But dont know why the feeling if product is not as authentic as buy in shop..feels light compared to those buy from shop one.,Neutral,
FA067,,Shopee,Pandora Classic Cable Chain Sterling Silver Necklace,Fashion,Necklace,1,"The necklace appears faded and the colour has turned darker, which is clearly inconsistent with the earrings that still look shiny and new.",Negative,
FA068,,Shopee,Lovito Casual Plain Metal Heart Necklaces for Women,Fashion,Necklace,5,"Premium product quality, good value for money, fast delivery and excellent service by seller.",Positive,
FA069,,Shopee,Lovito Casual Plain Metal Heart Necklaces for Women,Fashion,Necklace,4,"Looks good. Very good and reasonable for it price. Good to see. Just when you hold it, it was light weight.",Positive,
FA070,,Shopee,Lovito Casual Plain Metal Heart Necklaces for Women,Fashion,Necklace,3,Valueable with the price but i think this is not suitable for those who always sweating,Neutral,
FA071,,Shopee,Lovito Casual Plain Metal Heart Necklaces for Women,Fashion,Necklace,2,Not sure is this normal that the colour change to more dull colour after wearing first time,Negative,
FA072,,Shopee,Lovito Casual Plain Metal Heart Necklaces for Women,Fashion,Necklace,1,"Not so nice, actually it was shine, but come with not same like picture, I also dont know how to say",Negative,
FA073,,Shopee,ST.KUNKKA Anti-Tarnish Gold Initial Necklace A-Z White Enamel Round Pendant Simple Daily Wear Jewelry for Her,Fashion,Necklace,5,"Beautiful necklace, clear text, easy to coordinate, generally beautiful. In my personal opinion, it's worth the money",Positive,
FA074,,Shopee,ST.KUNKKA Anti-Tarnish Gold Initial Necklace A-Z White Enamel Round Pendant Simple Daily Wear Jewelry for Her,Fashion,Necklace,4,"Item is good but will have to see how it goes later. When I picked it up for a while, it smelled like a rust. In general, it is also beautiful",Positive,
FA075,,Shopee,ST.KUNKKA Anti-Tarnish Gold Initial Necklace A-Z White Enamel Round Pendant Simple Daily Wear Jewelry for Her,Fashion,Necklace,3,"Received the goods, found it ok, clean but don't know if it's durable or not. But I think it will fade very quickly",Neutral,
FA076,,Shopee,ST.KUNKKA Anti-Tarnish Gold Initial Necklace A-Z White Enamel Round Pendant Simple Daily Wear Jewelry for Her,Fashion,Necklace,2,"It's beautiful, but it's only been used for 1 day and it's rusty. I probably won't buy it anymore or if you have a way to whiten it, just tell me",Negative,
FA077,,Shopee,ST.KUNKKA Anti-Tarnish Gold Initial Necklace A-Z White Enamel Round Pendant Simple Daily Wear Jewelry for Her,Fashion,Necklace,1,"I can't wear it anymore, my neck is itchy, I have acne, I scratch my neck all red, I'm afraid I won't dare to wear it",Negative,
FA078,,Shopee,Pandora Sparkling Infinity Heart Collier Necklace,Fashion,Necklace,5,"The product quality is excellent. The necklace is beautifully crafted with a nice shine, giving it a very elegant look. It’s perfect as a gift or for personal use. It pairs well with dresses, shirts, or casual outfits—great for dates, parties, or everyday wear. Really good value for the price. I’m very satisfied with this purchase and highly recommend it!",Positive,
FA079,,Shopee,Pandora Sparkling Infinity Heart Collier Necklace,Fashion,Necklace,2,The gift box and necklace look low quality,Negative,
FA080,,Shopee,Pandora Sparkling Infinity Heart Collier Necklace,Fashion,Necklace,1,"Honest review, pretty but not recommended, cheap product quality so fair i guess with the price. ",Neutral,
FA081,,Shopee,Crush Fashion Elastic High Waist Wide Leg Pants for Women Pleated Loose Pants 2 Colors Slimming Casual Trousers,Fashion,Pants,5,The cloth is very comfortable and it very good,Positive,
FA082,,Shopee,Waffle Sweatpants Men's Loose Wide Leg Straight Leg Casual Pants Versatile Retro Drawstring Pants,Fashion,Pants,5,"Just got these waffle sweatpants and they’re super comfy! The fabric is soft, breathable, and warm without feeling heavy. Perfect for lounging or casual wear.",Positive,
FA083,,Shopee,Waffle Sweatpants Men's Loose Wide Leg Straight Leg Casual Pants Versatile Retro Drawstring Pants,Fashion,Pants,3,Quality not so smooth to wear.,Neutral,
FA084,,Shopee,Waffle Sweatpants Men's Loose Wide Leg Straight Leg Casual Pants Versatile Retro Drawstring Pants,Fashion,Pants,2,It has a black spot dirty,Negative,
FA085,,Shopee,Waffle Sweatpants Men's Loose Wide Leg Straight Leg Casual Pants Versatile Retro Drawstring Pants,Fashion,Pants,1,Material too thin to be a sweatpants..more like a tracksuit..will cut it to make it like a shorts for swimming,Negative,
FA086,,Shopee,ENVIE Palazzo Elastic Waist Wide Leg Pants Size,Fashion,Pants,5,Stretchable and I like that it is long enough for 1.64m height. Easy to match.,Positive,
FA087,,Shopee,ENVIE Palazzo Elastic Waist Wide Leg Pants Size,Fashion,Pants,3,"Nice colour  Neatly sewing but have a minor defect (hole at the bottom of pants, but i can manage it by sewing back/tampal). Very soft material. Affordable price. Neatly packing. Fast ship out arrangement",Neutral,
FA088,,Shopee,ENVIE Palazzo Elastic Waist Wide Leg Pants Size,Fashion,Pants,2,Elastic band and fabric seem to be of low quality. Button for khaki pants should not be black and be of a lighter color.,Negative,
FA089,,Shopee,ENVIE Palazzo Elastic Waist Wide Leg Pants Size,Fashion,Pants,1,Cheap but no quality,Negative,
FA090,,Shopee,Pandaeyes Palazzo Pants CLO-CNNZ01LP,Fashion,Pants,5,"Item received in good condition and of good quality. Fast delivery. Highly recommended. Thank you so much, seller.",Positive,
FA091,,Shopee,Pandaeyes Palazzo Pants CLO-CNNZ01LP,Fashion,Pants,3,"Okay. Not bad. Slightly transparent. If thicker, would be good",Neutral,
FA092,,Shopee,Pandaeyes Palazzo Pants CLO-CNNZ01LP,Fashion,Pants,1,"Baru pakai sekali dah koyak, dahlah beli 3, material kain dah cantik dah tapi spoil kat jahitan dia pulak",Negative,
FA093,,Shopee,REENO Men Sweatpants Long Pants Joggers M-3XL (320gsm),Fashion,Pants,5,Very comfortable and nice to wear.. Also neat and suitable either outing or for sleeping purposes.. Thanks for the prompt delivery.. This is a repeated order also.. Keep the good job!,Positive,
FA094,,Shopee,REENO Men Sweatpants Long Pants Joggers M-3XL (320gsm),Fashion,Pants,4,Barang baikkk. Harga baikkk. Size lari sikit.,Positive,
FA095,,Shopee,LUMEEZE 4MM/8MM Charm Jewelry Ring for Men Women Stainless Steel Black Rings Wedding Engagement Band Quality Matte Male Jewelry,Fashion,Rings,5,Very shiny at any angle. So smooth when slides it to wear on finger. Truly simple yet classic chic black colour.,Positive,
FA096,,Shopee,LUMEEZE 4MM/8MM Charm Jewelry Ring for Men Women Stainless Steel Black Rings Wedding Engagement Band Quality Matte Male Jewelry,Fashion,Rings,2,"Counterfeit product, Poor quality",Negative,
FA097,,Shopee,TOMEI Online Exclusive Rope Bracelet,Fashion,Bracelet,5,"The design is chic, I will add more charms to it. Suitable for event or daily use. Recommended as it is fast delivery.",Positive,
FA098,,Shopee,TOMEI Online Exclusive Rope Bracelet,Fashion,Bracelet,4,"Fast delivery, and secured parcel but sadly theres no complimentary charm included as stated at description product. But its okay worth the price. Thank you seller.",Positive,
FA099,,Shopee,TOMEI Online Exclusive Rope Bracelet,Fashion,Bracelet,2,Nice rope bracelet but the colour came off easily. Better choose dark colour,Negative,
FA100,,Shopee,TOMEI Online Exclusive Rope Bracelet,Fashion,Bracelet,1,Just open today and want to put beads but the clip part already broken.. how am goin to fix this,Negative,
FA101,,Shopee,Ladies Bead Crystal Bracelet With Diamond Love Key Pendant Bracelet Ladies Bracelet,Fashion,Bracelet,5, So nice. Love it. Will buy again. Cheap for such good quality.,Positive,
FA102,,Shopee,Ladies Bead Crystal Bracelet With Diamond Love Key Pendant Bracelet Ladies Bracelet,Fashion,Bracelet,4,"Its very nice and beautiful, safely arrived at my house. Thank you seller, very satisfied. But there is one bracelet that doesn't have the other 2 beads beside the key, a lil bit disappointed but it's okay overall everything is fine and its good quality too thanks seller.",Positive,
FA103,,Shopee,Ladies Bead Crystal Bracelet With Diamond Love Key Pendant Bracelet Ladies Bracelet,Fashion,Bracelet,1,Bad not satisfying ,Negative,
FA104,,Shopee,Amyrahijab Shawl Heavy Chiffon Premium,Fashion,Shawl,5,"Soft, flowy, breathable, easy to style.",Positive,
FA105,,Shopee,Amyrahijab Shawl Heavy Chiffon Premium,Fashion,Shawl,4,"Love the material however the teal green showed different range colour where the reality teal green is very pastel-ish. While in the picture, the teal green colour looks bold. Deduct one star.",Positive,
FA106,,Shopee,Amyrahijab Shawl Heavy Chiffon Premium,Fashion,Shawl,3,"Material chiffon. Jahitan kemas cuma tak bakar hujung kain tu, dia berbulu. Kena trim benang lebihan.",Neutral,
FA107,,Shopee,Amyrahijab Shawl Heavy Chiffon Premium,Fashion,Shawl,2,"Material lembut tapi quality sangat out. Macam dapat barang defect. Jahitan tak kemas, bukan 1 tudung 4 out of 6 macamtu. Kalau sehelai dua benang terkeluar saya okay je. Tak tahu la macam mana boleh viral harap boleh improve lagi quality",Negative,
FA108,,Shopee,Amyrahijab Shawl Heavy Chiffon Premium,Fashion,Shawl,1,Sadly all the colours I bought is not the same as in the picture. Im so disappointed as none of it matches my clothes,Negative,
FA109,,Shopee,LMLAVEN Muslim Women Shawl Hijab Scarf Watercolor Painting Cotton Viscose Shawl Breathable Soft Pashmina,Fashion,Shawl,5,"Overall, the material cotton soft which it lightweight easy to wear in asian weather nowadays so hot.the design also satisfied as it can match many outfits..affordable and recommended.",Positive,
FA110,,Shopee,LMLAVEN Muslim Women Shawl Hijab Scarf Watercolor Painting Cotton Viscose Shawl Breathable Soft Pashmina,Fashion,Shawl,3,Comfortable but the colour was not looks like in the picture... The light purple looks like blue colour bro... The brown one is ok...,Neutral,
FA111,,Shopee,LMLAVEN Muslim Women Shawl Hijab Scarf Watercolor Painting Cotton Viscose Shawl Breathable Soft Pashmina,Fashion,Shawl,2,Not recommended for office wear. Not as display at all,Negative,
FA112,,Shopee,naelofar Linia Line Chiffon Shawl,Fashion,Shawl,5,"Cantik! Beautiful material, easy iron, senang bentuk, ada curve and so labuh! The pin is removable so boleh adjust nak letak kat mana. Warna lawa, suka sangat & would definitely buy more",Positive,
FA113,,Shopee,naelofar Linia Line Chiffon Shawl,Fashion,Shawl,4,"Repeat beli shawl Linia. Suka sangat dengan material kain dia sebab tak perlu iron. Letak dlm beg boleh ambik terus pakai. Beli masa sale, 3 hari barang dah sampai. Delivery pun pantas. Thanks seller.",Positive,
FA114,,Shopee,naelofar Linia Line Chiffon Shawl,Fashion,Shawl,3,"The colour is too pale, almost pastel-like. I expected it to be solid grey.",Neutral,
FA115,,Shopee,naelofar Linia Line Chiffon Shawl,Fashion,Shawl,2,The material quite different to other colour that I bought before. So Im quite disappointed,Negative,
FA116,,Shopee,Sultana Bawal & Shawl by Tudungruffle,Fashion,Shawl,5,"As usual, tudung ruffle never disappoints, beautiful designs and beautiful colours. Also, the pouch bag looks really beautiful this time round. Big fan of tudung ruffle. Thanks, seller.",Positive,
FA117,,Shopee,Mootiara - Thea Plain Semi Instant Shawl Flowy Korean Heavy Chiffon Modern Style Make You Look Younger,Fashion,Shawl,5,Received parcel in a good condition. Love the chiffon material. It’s easy to wear as it is instant shawl. Wear it to work cause really save your time because just sarong and no need pin. Thanks Shopee🥰,Positive,
FA118,,Shopee,Mootiara - Thea Plain Semi Instant Shawl Flowy Korean Heavy Chiffon Modern Style Make You Look Younger,Fashion,Shawl,3,"Look cheap quality, thanks anyway, still good to try",Neutral,
FA119,,Shopee,Mootiara - Thea Plain Semi Instant Shawl Flowy Korean Heavy Chiffon Modern Style Make You Look Younger,Fashion,Shawl,2,Tudung singkat berbanding video nampak labuh,Negative,
FA120,,Shopee,Mootiara - Thea Plain Semi Instant Shawl Flowy Korean Heavy Chiffon Modern Style Make You Look Younger,Fashion,Shawl,1,Kain jarang nampak leher,Negative,
FA121,,Shopee,ATIKOTA Women's Flat Shoes Retro Style,Fashion,Shoes,5,Surprisingly i love it!!,Positive,
FA122,,Shopee,Dr.Cardin Women Lace up Sneaker L-LC5-3738,Fashion,Shoes,5,The shoes are lightweight and comfy for daily use. The material feels nice and durable.,Positive,
FA123,,Shopee,Dr.Cardin Women Lace up Sneaker L-LC5-3739,Fashion,Shoes,4,"Belum pakai berjalan tapi rasa macam lembut dalam dia. One thing for sure is kasut ni a bit berat laa for walking daily 
but i hope i am happy with my purchase",Positive,
FA124,,Shopee,Dr.Cardin Women Lace up Sneaker L-LC5-3740,Fashion,Shoes,1,I received the wrong color for my order,Negative,
FA125,,Shopee,Dr. Cardin Ladies THE Origin Sneaker Faux Leather L-RJA-3812,Fashion,Shoes,5,Very good quality shoes. Really comfortable to wear. Nice design. Recommended seller.,Positive,
FA126,,Shopee,Dr. Cardin Ladies THE Origin Sneaker Faux Leather L-RJA-3813,Fashion,Shoes,4,"Can wear to work, suitable for daily wear. The faux leather is soft. This shoe a little hard cause still new",Positive,
FA127,,Shopee,Dr. Cardin Ladies THE Origin Sneaker Faux Leather L-RJA-3814,Fashion,Shoes,3,It is not breathable type,Negative,
FA128,,Shopee,Dr. Cardin Ladies THE Origin Sneaker Faux Leather L-RJA-3815,Fashion,Shoes,1,No good size,Negative,
FA129,,Shopee,Corolla Ballet Mary Jane Flats - Stylish & Elegant | Lightweight Breathable Fabric | Adjustable Velcro,Fashion,Shoes,5,Comfortable for daily use. The colour is so pretty and true to size.,Positive,
FA130,,Shopee,Corolla Ballet Mary Jane Flats - Stylish & Elegant | Lightweight Breathable Fabric | Adjustable Velcro,Fashion,Shoes,4,The soft and lightweight fabric makes these flats easy to wear.,Positive,
FA131,,Shopee,Corolla Ballet Mary Jane Flats - Stylish & Elegant | Lightweight Breathable Fabric | Adjustable Velcro,Fashion,Shoes,3,Kasut sampai jahitan tak kemas untuk belah kanan. Yang belah kiri pula ada kesan gam yg terkeluar so nampak messy situ.,Negative,
