review_id,platform,product_name,category,subcategory,star_rating,review_text,sentiment
FD031,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,5,"smooth and creamy balance sweetness taste, rich aroma tea and tasty
Favorites All time for me
My kids also love drinks  Tea Tarik 
So much cheaper than other shops buy 
during live so affordable 
We will repeat to order again 
Delivery pun cepatt can't wait to minum masa sarapan laa",Positive
FD032,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,5,"""Taste:creamy & not very sweet
Aroma:very amazing

The parcel was delivered as per the set date and in good condition as it was properly packed in a box plus secured with bubble wrappers. My hubby loves to drink Aik Cheong teh tarik and if compared with other brands he said this teh tarik is still the best.""",Positive
FD033,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,5,Trusted brand. Have tried it before and taste quite good. Of course cannot beat the mamak teh tarik. Still enjoyable to drink!,Positive
FD034,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,5,"""Taste:Nice and delicious
Aroma:I like it, satisfactory quality and Nice smell. I repeated oder for this and drink it oftenly""",Positive
FD040,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,5,"Best curry cup noodle taste is still maggi. Unbeatable taste when you crave for cup noodle.",Positive
FD041,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,5,Bought during live promo and got a nice big ceramic bowl as free gift Items were packed nicely in box with bubble wrap and shipped out really fast! Good experience,Positive
FD042,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,5,Item received in a good condition. Well packed. Great deals during the sales. Highly recommend to anyone. Thumbs up for delivery service. Thank you.,Positive
FD043,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,5,"Fast delivery, Fast response from seller, Good quality product, Reasonable price, Cheap, Nice product. Sedap",Positive
FD045,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",5,"affordable price buy during payday 
my kids love to eat this crackers as snacks time
dip with hot chocolate the taste was marvelous 
Thanks",Positive
FD046,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",5,"Received the item well, packaging is super secure Correct quantity and item. Everything is super secure with bubble wrap. Not breaking or leaking at all. Keep up with the services, thank you so much. Recommended ",Positive
FD047,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",5,"Hup Seng Ping Pong Cream Crackers, 428g gold award quality, crispy savory not greasy, individually wrapped classic nostalgic, healthy snack for all ages.",Positive
FD048,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",5,"Well packed and well received in good condition. No damaged. New stock. Enjoy the creamy and tasty flavor of these crackers. Recommended.",Positive
FD049,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",5,"High quality, good performance, nice packaging, cheap, thank seller for your job. Can repeat order soon.",Positive
FD066,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,5,"The Prego Tradisi Traditional Pasta Tomato Sauce is a convenient and beginner-friendly pasta sauce with a classic sweet tomato flavor. The sauce is smooth, rich, and easy to pair with spaghetti, meatballs, sausages, or even as a pizza base.It has a mild and slightly sweet taste that suits Malaysian preferences, making it great for family meals and quick home cooking. The texture is fairly thick, so it coats pasta nicely without being too watery.",Positive
FD067,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,5,"The purchase was truly remarkable! The item itself was excellent and of top-notch quality, and the packaging was immensely pleasing. Additionally, the delivery was exceptionally sterling, making the whole experience even better. Overall,well done",Positive
FD068,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,5,"Received in good condition thanks for secure packing with bubble wrap and box. Delivery by ninjavan on Sunday morning huhuhu used free shipping voucher and coins for discounted price, worth it!",Positive
FD069,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,5,"The purchase was incredible! The product was excellent and of high quality, with immensely pleasing packaging. The delivery was superb, exceptionally sterling, and the item stood out. The packaging was outstanding, and the product was premium ",Positive
FD072,Shopee,Signature Market Roasted Macadamia Nuts Split (Bulk Pack) (450g),Food,Nuts,5,Received in a box. No damage to the packet of nuts. Nuts taste fresh and new. Recommended to buy from Signature Market as products are of premium quality albeit more pricey than other sellers. Trusted seller! Tqvm. ,Positive
FD073,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,5,"Excellent Quality Very delicious Taste. I am a returning customer and have bought nuts many times from this seller. Nuts are always very fresh and delicious. Also, very fast delivery. Will definitely buy again from this seller.",Positive
FD074,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,5,I’m very satisfied with my purchase! The item arrived well-packaged and in perfect condition. Delivery was fast and the quality is exactly as described. The seller was also responsive and helpful. I’ve tested the product and it works great. Definitely worth the price. Will order again. Highly recommended seller!,Positive
FD075,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,5,Very fast delivery and well packed. Already purchased many times from this shop. Recommended to buy from this shop,Positive
FD082,Lazada,Ribena Concentrate Regular 850ml,Food,Beverages,5,"value of money, will buy again when got promotion, thanks seller",Positive
FD083,Lazada,Ribena Concentrate Regular 850ml,Food,Beverages,5,"Convenient packaging, Refreshing taste, Plastic bottle is sturdy, received the parcel in good conditions fast delivery good value for money recemmended items and seller",Positive
FD084,Lazada,Ribena Concentrate Regular 850ml,Food,Beverages,5,"My order was well received in good condition, thanks so much dear seller for packaging my order well with layers of bubble wrap and an external box.",Positive
FD088,Lazada,Sticky candy,Food,Snacks,5,"received in good condition with good packing, colourful design and taste good",Positive
FD089,Lazada,Sticky candy,Food,Snacks,5,"High-quality ingredients, Delicious mix of fruits, Handmade with love, Tasty mix of strawberry and grape, Great gift for candy lovers, Handy size for on-the-go,",Positive
FD090,Lazada,Sticky candy,Food,Snacks,5,Received the product in good condition and thank you seller for fast delivery,Positive
FD097,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,5,"This product is of superior quality and well-packaged. The seller's service is excellent and commendable. Logistics were fast and delivery was prompt. Thank you for the discounts and coupons; the product is of high quality and inexpensive, benefiting customers. We look forward to more promotions in the future and will promptly inform our loyal customers so they can repurchase. Wishing your store continued success.",Positive
FD098,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,5,"High-quality dark chocolate., Indulge in guilt-free chocolate pleasure and speedy delivery",Positive
FD099,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,5,"Zero sugar option is a game changer., Halal certified, suitable for Muslim consumers., Ideal for people on a sugar-free diet., Perfect for gifting to health-conscious friends.,",Positive
FD103,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,5,Healthy alternative without compromising taste. Chunky texture adds a satisfying crunch. Can't go wrong with Cavenut Peanut Butter. More than a year of expiry. Always fresh and satisfaction guaranteed. ,Positive
FD104,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,5,"Glass bottles packaging keeps it fresh, chunky texture adds a satisfying crunch, delicious and healthy peanut butter,",Positive
FD105,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,5,"Delicious and healthy peanut butter, Convenient storage in the cupboard, Perfect for those with caffeine sensitivity, Halal ingredients ensure it's suitable for all,",Positive
FD109,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,5,"Delicious vegetarian curry for plant-based meals, Convenient and easy to use, Perfect for steaming fish dishes, Authentic Malaysian flavors, Delicious chicken curry made easy,",Positive
FD110,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,5,"Versatile cooking paste, Experience the rich flavors of curry laksa, Enhances the taste of seafood dishes, Authentic prawn noodle taste at home,",Positive
FD111,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,5,"Authentic prawn noodle taste at home, Enjoy the tangy and spicy tomyam soup, Spicy and flavorful sambal sauce,",Positive
FD119,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,5,Parcels received in a very good condition. Wrapped well by seller in a 2 layers of plastic and arranged fitly into cupboard box. Took only 3 working days to received. Subtotal for 12 packs(Full Cream Milk) + 2 packs(+Protein Milk) + 2 gifts(Measure Glass Jug and Glass Cup) RM85.83 only. Got many discount when bought it on event. Got (LazRain Vc from LazLive RM10 + Ship Vc RM1.32 + Shipping Fee Vc RM7). Satisfied with the products and service from the Dutch Lady Official and courier. Thanks seller n courier ,Positive
FD120,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,5,Good work job packing excellent on time delivery milk as expected,Positive
FD121,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,5,"High-quality full cream milk, Satisfying and nourishing, Convenient packaging for easy storage, Smooth and creamy texture,",Positive
FD122,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,5,"so happy to receive all items in good conditions & well packed. fast delivery too, ordered on 5aug, received on 7aug. unfortunately, 1 pc of mini choc milk ada rasa masam despite will exp in apr'24. but it's ok, not big deal. tq seller",Positive
FD123,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,5,"Boosts energy and improves focus, Suitable for all ages, Convenient and easy to consume, Great for overall health and well-being, Convenient packaging for on-the-go, take 1 bottle every morning for energy. like the authentic taste. value for money too. thank you for free 1 bottle. so happy, will buy again. also recommend to friends to buy. thank you seller.",Positive
FD124,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,5,"Convenient packaging for on-the-go, Great for overall health and well-being, unexpectedly, as surprising gift, seller gave me one more free bottle, means I got 16 bottles thank you so much!",Positive
FD125,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,5,"Bought this during 12.12 sale. Value for money. Received my items in good order. Seems like there is no more individual packaging for the small bottles of essence in the box. Nevertheless so far I opened 1 pack and the bottles are in order. Great for overall health and well-being, Convenient and easy to consume,",Positive
FD135,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,5,"Delicious and satisfying!, Smooth and rich coffee aroma!, Perfect for those who prefer no sugar!, Halal certified for peace of mind!,",Positive
FD136,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,5,"Smooth and rich coffee aroma!, Authentic Oriental White Coffee taste!, Authentic Oriental White Coffee taste!, Convenient single packaging!, Convenient single packaging!, Perfect for those who prefer no sugar!, Perfect for those who prefer no sugar!, Great for coffee lovers!, Delicious and satisfying!,",Positive
FD137,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,5,Love the classic flavor!Smooth and rich coffee aroma!,Positive
FD139,Lazada,BLACKMORES Vitamin C 500mg 60's,Food,Supplements,5,First try. Well packed in a carton box. Hope it can benefit me. Will buy again. reasonable price. good brand. ingredients ok,Positive
FD140,Lazada,BLACKMORES Vitamin C 500mg 60's,Food,Supplements,5,"High quality and trusted brand, Convenient and easy to take, Great source of Vitamin C, this is great source of vitamin C",Positive
FD145,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,5,"Great value for money, Healthy alternative to regular noodles, My daily overnight oats breakfast, good quality 👍🏻 fast delivery and well packed, trusted seller, re order many many many times.",Positive
FD146,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,5,"High-quality ingredients used, Satisfying portion size, Healthy alternative to regular noodles, Delicious and healthy noodles, Great value for money, Love the authentic taste,",Positive
FD153,Lazada,MEWAH White Rice 1kg,Food,Rice,5,"Received the product in good condition Got it for free after successfully harvested my Lazland Ideal for daily meals, Perfectly cooked grains Thank you",Positive
FD154,Lazada,MEWAH White Rice 1kg,Food,Rice,5,Superb fast delivery and normal packaging Hope the quality keep nice and can keep get it Ideal for daily meals,Positive
FD155,Lazada,MEWAH White Rice 1kg,Food,Rice,5,"Ideal for daily meals, Soft and fluffy texture, Long-grain premium rice, Long-grain premium quality,",Positive
FD156,Lazada,MEWAH White Rice 1kg,Food,Rice,5,item was delivered and received in good condition.. Good product quality.. and of course good service as well. trusted seller.. well recommended.. thanks ,Positive
FD001,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,3,"Feel bit disappointing on the shipment by seller. Order on the night of 8/8. Ships on 13/8, arrived at 14/8. Courier wise, j&t delivery is very fast. Received the milo in one piece.",Neutral
FD002,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,3,Good packing and fast delivery. The milo that i received expiry on 31/01/2022. Rated 3 stars because of the expiry date of product.,Neutral
FD003,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,3,"Overall good deal, fast delivery but 1 pack broken. Must improve packaging",Neutral
FD004,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,3,Items received from seller with good condition. But one pack has air leakage and no fully sealed,Neutral
FD005,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,3,Outside carton no damages but one of the package was torn when received.,Neutral
FD019,Shopee,MISTER POTATO CHIPS 125G,Food,Snacks,3,"Cans were just thrown in a box, came dented, other sellers in the past at least use some bubble wrap. Fair whatever",Neutral
FD020,Shopee,MISTER POTATO CHIPS 125G,Food,Snacks,3,i ask for sour and cream they give me vegetable,Neutral
FD023,Shopee,15g x 30pcs Mini Corntoz Snacks,Food,Snacks,3,good product but poor packaging especially when delivery didn’t handle with care,Neutral
FD024,Shopee,15g x 30pcs Mini Corntoz Snacks,Food,Snacks,3,"No bubble wrap at all hope seller to improve packaging cookies is easier cracked
Thanks",Neutral
FD035,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,3,Dented box but luckily product in good condition.,Neutral
FD036,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,3,Delivery time below expectation. Customer service need to improve.,Neutral
FD037,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,3,The box Squashed and one package is leak,Neutral
FD050,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",3,"Well received, good price due to shoppers voucher and seller to improve packaging method, the biscuit is broken.",Neutral
FD051,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",3,"Thanks to seller and delivery agent for fast delivery arrangements.
A bit upset Crakers broken while received.",Neutral
FD052,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",3,"Biscuit received but not in very good condition. Taste overall is ok.aa",Neutral
FD053,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",3,"Product received in crack condition, anyway good price, nevermind",Neutral
FD063,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,3,hope ok inside the tins since condition received not good,Neutral
FD064,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,3,"Both of the tins dented. However, still value for money. Recommended.",Neutral
FD065,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,3,trusted brand. But very disappointed with seller’s service is packing the item. This is the second time item was not securely packed.,Neutral
FD071,Shopee,Signature Market Roasted Macadamia Nuts Split (Bulk Pack) (450g),Food,Nuts,3,"I've noticed that my recent purchase doesn't taste as great as past ones. It seems like this pack has a mix of larger size, which affects the flavor and makes it feel a bit off.",Neutral
FD076,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,3,fast delivered.bit smaller than expected.not the 1st class.,Neutral
FD077,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,3,All walnut crushed just becoz of using a layer of bubble wrap with plastic bag and courier plastics also didn’t sealed well,Neutral
FD078,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,3,Hmmm quality look soso only... one benefit is cheap,Neutral
FD085,Lazada,Ribena Concentrate Regular 850ml,Food,Beverages,3,"Short expire date. Received today 10/12/24, expire date 22/03/2025",Neutral
FD094,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,3,"fantastic chocolates, but they were melted, chuck it in the fridge before consumption.",Neutral
FD095,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,3,"chocolate tastes good, but the color is not beatutiful, even the inside is having oxidize color. maybe it has go through difference in temperature",Neutral
FD096,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,3,all the items are delivered in good condition but the chocolate is melted ,Neutral
FD102,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,3,"Texture is more to creamy than chunky. If you are looking for a good bite, this is not for you. Otherwise the taste is ok, packing is good.",Neutral
FD107,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,3,good but a bit salty I have been used this product to cook Prawn Noodles for many years.,Neutral
FD108,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,3,Only can give 3 star which due the sample damaged,Neutral
FD117,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,3,Delivery is super fast but so much milk spilt . 2 boxes leaked before opening opening plastic cover. can u send 2 more boxes pls.,Neutral
FD118,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,3,Packaging to improve. I have submit claims for refund but rejected by lazada/seller because of insufficient proof ,Neutral
FD126,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,3,Goods received but free gift not included. I buy because l want the free gift.,Neutral
FD127,Lazada,BRAND'S Essence of Chicken 15's (70gm),Food,Supplements,3,slow delivery received after 1week of order,Neutral
FD134,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,3,Love this product but the packaging is not ideal,Neutral
FD143,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,3,The package broken=( but still delicious and healthy noodles.,Neutral
FD144,Lazada,Wheatsun Buckwheat Noodles,Food, Noodles & Pasta,3,seller seriously need to improve the packaging.,Neutral
FD151,Lazada,MEWAH White Rice 1kg,Food,Rice,3,"Gluten-free and healthy, Perfectly cooked grains, Halal-certified rice, but the packaging is bad. I found that the packaging is very bad because the rice has leak out when I open the parcel.",Neutral
FD152,Lazada,MEWAH White Rice 1kg,Food,Rice,3,Package already tear off upon received. Not sure what happened during in-transit. Luckily internal condition still OK,Neutral
FD044,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,2,"Good received, Good condition, but service not good, order 7/7 received on 17/7",Negative
FD106,Lazada,Tean's Gourmet Malaysian Traditional Cuisine Cooking Paste,Food,Canned & Packed Food,2,"purchased from this seller numerous times and previously package received in good condition... but now getting WORSE, I bought 9 paclet per package and received all my packets stained with some CURRY OIL... next time please put inside a BOX to ship-out to prevent the same incident happened again",Negative
FD133,Lazada,Oriental White Coffee Classic White Coffee,Food,Coffee & Tea,2,below average. taste like cheap 3+1 nescafe fast delivery through.,Negative
FD138,Lazada,BLACKMORES Vitamin C 500mg 60's,Food,Supplements,2,Delivery too slow,Negative
FD011,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,1,"Fast delivery, however was very disappointed as I bought 2 out of 3 packets burst probably due to packaging as the box was 8n very good condition. And also they refunded slightly wrong amount of money.",Negative
FD012,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,1,"Fast delivery, yet received damaged good. disappointed at the moment when I opened the packaging as found some milo powder spilled over the bubble wrap and box, very sticky and inconvenient for us to carry. Please kindly take note of the packing wise ",Negative
FD013,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,1,Product are in perfect shape  for this round. Seller response and service is absolutely a nightmare. Cancelled a previous order and placed a new order but seller reject and deliver both orders. Not suprise that suppliers tend to be ego when their products are fast selling.,Negative
FD014,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,1,"Delivery very fast but inside the boxes have damage very sad , alot of milo come already can not use already",Negative
FD015,Shopee,NESTLE Milo Activ-Go HCL2.0 1.8kg,Food,Milk and Chocolate Drink,1,Product are in perfect shape  for this round. Seller response and service is absolutely a nightmare. Cancelled a previous order and placed a new order but seller reject and deliver both orders. Not suprise that suppliers tend to be ego when their products are fast selling.,Negative
FD021,Shopee,MISTER POTATO CHIPS 125G,Food,Snacks,1,"Bad customer service, I have to ask questions without reply, and packaging is terrible, all the chips was broken, very unsatisfied, I am excited to received it but it is bad, packaging never put fragile sign, not recommended to buy, never packaging bubble wrap",Negative
FD022,Shopee,MISTER POTATO CHIPS 125G,Food,Snacks,1,Defective/Damaged Item,Negative
FD027,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,1,Very dissatisfied all the service.seller updated will send out but after 5 day not sent yet.the courier service is worse received the box has been crushed fortunately item are not broken.,Negative
FD028,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,1,Zero rating... Bought RM40 for free gift BUT NEVER GIVEN. I requested customer services to send then they replied me to buy again. Never will buy again. Don't trust this promotion any more.  ,Negative
FD029,Shopee,Aik Cheong Teh Tarik - Klasik (456g/38g x 12 Sachets),Food,Coffee & Tea,1,Slow delivery and poor customer service,Negative
FD038,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,1,"Very poor service from seller
Didn’t expected this kind of service from big brand seller
Received expired item
Incomplete item
Missing free gift",Negative
FD039,Shopee, MAGGI Bowl Syiok Kari Kaw 90g,Food, Noodles & Pasta,1,received with wrong item.,Negative
FD054,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",1,Too bad that bought the second time and it is the same packaging without boxing it. Believe that most of the biscuits inside should be broken. Should not buy from this shop either poor handling.,Negative
FD055,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",1,Packing bad biscuits become small pieces. IT is the worsr packing. How to eat? Seem like to thrown away. Wasting money,Negative
FD056,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",1,"Worst packaging, not even a proper box to cover. The biscuit breaks into biscuit, not sure what makes the seller think packaging like this can properly protect it.",Negative
FD057,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",1,"Pls dun order this item! The most lousiest packaging! The crackers became small pieces.",Negative
FD058,Shopee,Hup Seng Cream Crackers (428g),Food,"Biscuits, Cookies & Wafers",1,"Very very very poor packaging. Biscuits all wrecked. Very poor quality. Not recommended to buy, waste money",Negative
FD059,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,1,"Item received within a few days but the tin is seriously dented the staff who packed it did not wrap it properly.",Negative
FD060,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,1,"Good packaging but inside product with bad condition defect can,no satisfied",Negative
FD061,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,1,Very bad experience! Received all the dented canned foods as if I am buying 70% discounted products!!! Is this how shoppee supermarket making its profit??? By sending customers rejected products after the customer paying full price???!!!!!!,Negative
FD062,Shopee,Prego Traditional Pasta Sauce 300g,Food,Sauces & Dressings,1,Very bad in handling the shipment. The can was not wrapped properly and causing dented.,Negative
FD070,Shopee,Signature Market Roasted Macadamia Nuts Split (Bulk Pack) (450g),Food,Nuts,1,"Lousy customer service, super slow delivery",Negative
FD079,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,1,it smells so bad that I have to throw the whole packet away.  Definitely a waste of money.,Negative
FD080,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,1,Its really like half rotten. Please dont send such way. We are not getting the proper food even after we pay the full amount. Not happy with it.,Negative
FD081,Shopee,1kg Dry Roasted Macadamia Nut with Shell,Food,Nuts,1,bad quality taste not fresh,Negative
FD086,Lazada,Sticky candy,Food,Snacks,1,"How did they shipped the goods, by the time I received the goods is already broken. Even I feedback to the seller then no response until now. I believe they will improve the service or else it’s very disappointing to the customers.",Negative
FD087,Lazada,Sticky candy,Food,Snacks,1,Smaller than I thought,Negative
FD091,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,1,"Tasteless but I guessed it's zero sugar, not worth eating honestly it's just taste horrible. Will be very surprised some ppl can enjoy it.",Negative
FD092,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,1,Very poor packaging not worth to buy as gifts. don't think will support this seller again,Negative
FD093,Lazada,BENNS 99% 80% Dark Chocolate,Food,Snacks,1,Very poor packaging not worth to buy as gifts. don't think will support this seller again,Negative
FD100,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,1,2 out of 5 bottles of peanut butter broke and spill all over the box. I am a repeated buyer and feel quite disappointed about this.,Negative
FD101,Lazada,CaveNut Chunky Peanut Butter,Food,Canned & Packed Food,1,bottle leaking,Negative
FD112,Lazada,Dutch Lady UHT Milk - Full Cream (1L x 4),Food,Milk and Chocolate Drink,1,"Not fresh, milk is broken and leaking out. The product has been stale for a long time. Seller never responded.",Negative
